url_path,views_total,views_unique
/Institute-Eng-and-Comp-Mechanics-UStgt/ApHIN,3,3
/institute-eng-and-comp-mechanics-ustgt/aphin,2,1
/Institute-Eng-and-Comp-Mechanics-UStgt/ApHIN/tree/main/examples,1,1
