url_path,views_total,views_unique
/Institute-Eng-and-Comp-Mechanics-UStgt/ApHIN,2,2
/Institute-Eng-and-Comp-Mechanics-UStgt/APHIN,1,1
/Institute-Eng-and-Comp-Mechanics-UStgt/ApHIN/commits/main,1,1
