url_path,views_total,views_unique
/institute-eng-and-comp-mechanics-ustgt/aphin,6,2
/Institute-Eng-and-Comp-Mechanics-UStgt/ApHIN,2,2
/Institute-Eng-and-Comp-Mechanics-UStgt/ApHIN/blob/main/docker-compose.yml,1,1
