time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-06 00:00:00+00:00,15,6,0,0
2026-07-07 00:00:00+00:00,23,9,0,0
2026-07-08 00:00:00+00:00,4,3,0,0
2026-07-09 00:00:00+00:00,1,1,0,0
2026-07-10 00:00:00+00:00,11,7,0,0
2026-07-11 00:00:00+00:00,23,7,0,0
2026-07-12 00:00:00+00:00,7,3,2,1
2026-07-13 00:00:00+00:00,17,8,0,0
2026-07-14 00:00:00+00:00,10,10,0,0
2026-07-15 00:00:00+00:00,15,6,0,0
2026-07-16 00:00:00+00:00,21,7,0,0
2026-07-17 00:00:00+00:00,16,6,0,0
2026-07-18 00:00:00+00:00,16,7,0,0
2026-07-19 00:00:00+00:00,9,4,0,0
