url_path,views_total,views_unique
/Institute-Eng-and-Comp-Mechanics-UStgt/ApHIN,4,3
/institute-eng-and-comp-mechanics-ustgt/aphin,1,1
/Institute-Eng-and-Comp-Mechanics-UStgt/ApHIN/fork,1,1
