url_path,views_total,views_unique
/Institute-Eng-and-Comp-Mechanics-UStgt/ApHIN,4,4
/institute-eng-and-comp-mechanics-ustgt/aphin,2,2
/Institute-Eng-and-Comp-Mechanics-UStgt/ApHIN/tree/main/examples,1,1
